('EBAS_VNAME', 'CFNAME', 'MATRIX_NAME')
('benzo_a_pyrene', 'mass_concentration_of_benzo_a_pyrene_in_air', 'air')
('benzo_b_fluoranthene', 'mass_concentration_of_benzo_b_fluoranthene_in_air', 'air')
('benzo_bjk_fluoranthenes', 'mass_concentration_of_benzo_bjk_fluoranthenes_in_air', 'air')
('benzo_bk_fluoranthenes', None, 'air')
('benzo_e_pyrene', 'mass_concentration_of_benzo_e_pyrene_in_air', 'air')
('benzo_ghi_perylene', 'mass_concentration_of_benzo_ghi_perylene_in_air', 'air')
('benzo_k_fluoranthene', 'mass_concentration_of_benzo_k_fluoranthene_in_air', 'air')
('beta-pinene', 'mass_fraction_of_beta_pinene_in_air', 'air')
('beta_HCH', 'mass_concentration_of_beta_hexachlorocyclohexane_in_air', 'air')
('beta_endosulfan', None, 'air')
('bromoform', 'mass_fraction_of_tribromomethane_in_air', 'air')
('bromomethane', 'mass_fraction_of_methyl_bromide_in_air', 'air')
('butanales', 'mass_concentration_of_sum_batanal_in_air', 'air')
('butanone', 'mass_concentration_of_butanone_in_air', 'air')
('butenes', 'mass_fraction_of_sum_buten_in_air', 'air')
('butylacetat', None, 'air')
('carbon_dioxide', 'mass_fraction_of_carbon_dioxide_in_air', 'air')
('carbon_monoxide', 'mass_fraction_of_carbon_monoxide_in_air', 'air')
('carbon_tetrachloride', 'mass_fraction_of_carbon_tetrachloride_in_air', 'air')
('carbonyl_sulfide', 'mass_fraction_of_carbonyl_sulfide_in_air', 'air')
('chlorobenzene', 'mass_fraction_of_chlorobenzene_in_air', 'air')
('chloromethane', 'mass_fraction_of_chloromethane_in_air', 'air')
('chrysene', 'mass_concentration_of_chrysene_in_air', 'air')
('chrysene_triphenylene', 'mass_concentration_of_chrysene_triphenylene_in_air', 'air')
('cis-2-butene', 'mass_fraction_of_cis_2_butene_in_air', 'air')
('cis-2-pentene', 'mass_fraction_of_cis_2_pentene_in_air', 'air')
('cis_CD', 'mass_concentration_of_cis_chlordane_in_air', 'air')
('cis_NO', 'mass_concentration_of_cis_nonechlor_in_air', 'air')
('cyclo-hexane', 'mass_fraction_of_cyclo_hexane_in_air', 'air')
('cyclo-pentane', 'mass_fraction_of_cyclo_pentane_in_air', 'air')
('cyclo-pentene', 'mass_fraction_of_cyclo_pentene_in_air', 'air')
('dibenzo_ah_anthracene', 'mass_concentration_of_dibenzo_ah_anthracene_in_air', 'air')
('dibenzothiophene', 'mass_concentration_of_dibenzothiophene_in_air', 'air')
('dibromomethane', 'mass_fraction_of_dibromomethane_in_air', 'air')
('dichloromethane', 'mass_fraction_of_dichloromethane_in_air', 'air')
('dieldrin', 'mass_concentration_of_dieldrin_in_air', 'air')
('dinitrogen_monoxide', 'mass_fraction_of_dinitrogen_monoxide_in_air', 'air')
('endosulfan', 'mass_concentration_of_endosulfan_in_air', 'air')
('endrin', 'mass_concentration_of_endrin_in_air', 'air')
('ethanal', 'mass_concentration_of_ethanal_in_air', 'air')
('ethane', 'mass_fraction_of_ethane_in_air', 'air')
('ethanedial', 'mass_concentration_of_ethanedial_in_air', 'air')
('ethanol', None, 'air')
('ethene', 'mass_fraction_of_ethene_in_air', 'air')
('ethylbenzene', 'mass_fraction_of_ethylbenzene_in_air', 'air')
('ethyne', 'mass_fraction_of_ethyne_in_air', 'air')
('flow_rate', None, 'air')
('fluoranthene', 'mass_concentration_of_fluoranthene_in_air', 'air')
('fluorene', 'mass_concentration_of_fluorene_in_air', 'air')
('gamma_HCH', 'mass_concentration_of_gamma_hexachlorocyclohexane_in_air', 'air')
('gaseous_elemental_mercury', None, 'air')
('gaseous_methyl_mercury', 'mass_concentration_of_gaseous_methyl_mercury_in_air', 'air')
('halon_1301', 'mass_fraction_of_halon1301_in_air', 'air')
('heptachlor', 'mass_concentration_of_heptachlor_in_air', 'air')
('heptachlorepoxide', 'mass_concentration_of_heptachlor_epoxide_in_air', 'air')
('hexanal', 'mass_concentration_of_hexanal_in_air', 'air')
('hydrochloric_acid', 'mass_concentration_of_hydrochloric_acid_expressed_as_chlorine_in_air', 'air')
('hydrogen', 'mass_fraction_of_molecular_hydrogen_in_air', 'air')
('inden_123cd_pyrene', 'mass_concentration_of_inden_123cd_pyrene_in_air', 'air')
('indene', 'mass_concentration_of_indene_in_air', 'air')
('indeno_123cd_perylene', 'mass_concentration_of_indeno_123cd_perylene_in_air', 'air')
('isoheptanes', 'mass_fraction_of_isoheptanes_in_air', 'air')
('isohexanes', 'mass_fraction_of_isohexanes_in_air', 'air')
('isooctanes', 'mass_fraction_of_isooctanes_in_air', 'air')
('isoprene', 'mass_fraction_of_isoprene_in_air', 'air')
('limonene', 'mass_fraction_of_limonene_in_air', 'air')
('m-p-xylene', 'mass_fraction_of_m_p_xylene_in_air', 'air')
('m-xylene', 'mass_fraction_of_m_xylene_in_air', 'air')
('mercury', 'mass_concentration_of_gaseous_elemental_mercury_in_air', 'air')
('methanal', 'mass_concentration_of_methanal_in_air', 'air')
('methane', 'mass_fraction_of_methane_in_air', 'air')
('methanol', 'mass_fraction_of_methanol_in_air', 'air')
('methoxychlor', 'mass_concentration_of_methoxychlor_in_air', 'air')
('methyl-butanol', None, 'air')
('methyl-cyclohexane', 'mass_fraction_of_methyl_cyclohexane_in_air', 'air')
('methyl-cyclopentane', 'mass_fraction_of_methyl_cyclopentane_in_air', 'air')
('methyl_iodide', 'mass_fraction_of_methyl_iodide_in_air', 'air')
('metyl-cyklopentane', 'mass_fraction_of_methyl_cyclopentane_in_air', 'air')
('mirex', 'mass_concentration_of_mirex_in_air', 'air')
('monoterpenes', 'mass_fraction_of_monoterpenes_in_air', 'air')
('n-butanal', None, 'air')
('n-butane', 'mass_fraction_of_butane_in_air', 'air')
('n-butanol', None, 'air')
('n-decanal', None, 'air')
('n-heptanal', None, 'air')
('n-heptane', 'mass_fraction_of_heptane_in_air', 'air')
('n-hexanal', 'mass_concentration_of_hexanal_in_air', 'air')
('n-hexane', 'mass_fraction_of_hexane_in_air', 'air')
('n-nonane', 'mass_fraction_of_nonane_in_air', 'air')
('n-octanal', None, 'air')
('n-octane', 'mass_fraction_of_octane_in_air', 'air')
('n-pentane', 'mass_fraction_of_pentane_in_air', 'air')
('n-propanol', None, 'air')
('n-propylbenzene', 'mass_fraction_of_propylbenzene_in_air', 'air')
('n-undecanal', None, 'air')
('naphthalene', 'mass_concentration_of_naphthalene_in_air', 'air')
('nitric_acid', 'mass_concentration_of_nitric_acid_expressed_as_nitrogen_in_air', 'air')
('nitrogen_dioxide', 'mass_concentration_of_nitrogen_dioxide_expressed_as_nitrogen_in_air', 'air')
('nitrogen_monoxide', 'mass_concentration_of_nitrogen_monoxide_expressed_as_nitrogen_in_air', 'air')
('nitrogen_trifluoride', 'mass_fraction_of_nitrogen_trifluoride_in_air', 'air')
('nitrous_acid', 'mass_concentration_of_nitrous_acid_expressed_as_nitrogen_in_air', 'air')
('nonane', 'mass_fraction_of_nonane_in_air', 'air')
('o-xylene', 'mass_fraction_of_o_xylene_in_air', 'air')
('octachlorostyrene', 'mass_concentration_of_octachlorostyrene_in_air', 'air')
('op_DDD', 'mass_concentration_of_op_dichlorodiphenyldichloroethane_in_air', 'air')
('op_DDE', 'mass_concentration_of_op_dichlorodiphenyldichloroethylene_in_air', 'air')
('op_DDT', 'mass_concentration_of_op_dichlorodiphenyltrichloroethane_in_air', 'air')
('oxychlordane', 'mass_concentration_of_oxychlordane_in_air', 'air')
('ozone', 'mass_concentration_of_ozone_in_air', 'air')
('pTBX', None, 'air')
('pentachloroanisole', 'mass_concentration_of_pentachloroanisole_in_air', 'air')
('pentachlorobenzene', 'mass_concentration_of_pentachlorobenzene_in_air', 'air')
('pentanal', 'mass_concentration_of_pentanal_in_air', 'air')
('pentenes', 'mass_fraction_of_pentenes_in_air', 'air')
('perylene', 'mass_concentration_of_perylene_in_air', 'air')
('phenanthrene', 'mass_concentration_of_phenanthrene_in_air', 'air')
('photomirex', 'mass_concentration_of_photomirex_in_air', 'air')
('pp_DDD', 'mass_concentration_of_pp_dichlorodiphenyldichloroethane_in_air', 'air')
('pp_DDE', 'mass_concentration_of_pp_dichlorodiphenyldichloroethylene_in_air', 'air')
('pp_DDT', 'mass_concentration_of_pp_dichlorodiphenyltrichloroethane_in_air', 'air')
('pressure', 'air_pressure', 'air')
('propanal', 'mass_concentration_of_propanal_in_air', 'air')
('propane', 'mass_fraction_of_propane_in_air', 'air')
('propanone', 'mass_concentration_of_propanone_in_air', 'air')
('propene', 'mass_fraction_of_propene_in_air', 'air')
('propyne', 'mass_fraction_of_propyne_in_air', 'air')
('pyrene', 'mass_concentration_of_pyrene_in_air', 'air')
('reactive_gaseous_mercury', 'mass_concentration_of_reactive_gaseous_mercury_in_air', 'air')
('relative_humidity', 'relative_humidity', 'air')
('retene', 'mass_concentration_of_retene_in_air', 'air')
('sample_count', None, 'air')
('styrene', 'mass_concentration_of_styrene_in_air', 'air')
('sulfur_hexafluoride', 'mass_fraction_of_sulfur_hexafluoride_in_air', 'air')
('sulfuryl_fluoride', 'mass_fraction_of_sulphate_corrected_in_air', 'air')
('sulphur_dioxide', 'mass_concentration_of_sulphur_dioxide_expressed_as_sulphur_in_air', 'air')
('sum_propanone_propanal', 'mass_fraction_of_sum_propanone_propanal_in_air', 'air')
('syn_DP', None, 'air')
('temperature', None, 'air')
('tetrachloroethene', 'mass_fraction_of_tetrachloroethene_in_air', 'air')
('tetrachloroveratrole', 'mass_concentration_of_tetrachloroveratrole_in_air', 'air')
('toluene', 'mass_fraction_of_toluene_in_air', 'air')
('total_gaseous_mercury', 'mass_concentration_of_total_gaseous_mercury_in_air', 'air')
('trans-2-butene', 'mass_fraction_of_trans_2_butene_in_air', 'air')
('trans-2-pentene', 'mass_fraction_of_trans_2_pentene_in_air', 'air')
('trans_CD', 'mass_concentration_of_trans_chlordane_in_air', 'air')
('trans_NO', 'mass_concentration_of_trans_nonachlor_in_air', 'air')
('trichloroethane', 'mass_fraction_of_trichloroethane_in_air', 'air')
('trichloroethene', 'mass_fraction_of_trichloroethene_in_air', 'air')
('trichloromethane', 'mass_fraction_of_trichloromethane_in_air', 'air')
('trichloroveratrole', 'mass_concentration_of_trichloroveratrole_in_air', 'air')
('trifluralin', 'mass_concentration_of_trifluralin_in_air', 'air')
('unresolved_C6_hydrocarbons', 'mass_fraction_of_unresolved_C6_hydrocarbons_in_air', 'air')
('valeraldehyde_o-tolualdehyde', 'mass_concentration_of_valeraldehyde_o_tolualdehyde_in_air', 'air')
('voc_complete', 'mass_fraction_of_voc_complete_in_air', 'air')
('water_vapor', 'mole_fraction_of_water_vapor_in_air', 'air')
('1-2-3-4-tetrachlorobenzene', 'mass_concentration_of_1234_tetrachlorobenzene_in_aerosol', 'air+aerosol')
('1-2-3-4-tetrahydronaphthalene', 'mass_concentration_of_1234_tetrahydronaphthalene_in_aerosol', 'air+aerosol')
('1-2-3-trichlorobenzene', 'mass_concentration_of_123_trichlorobenzene_in_aerosol', 'air+aerosol')
('1-2-4-5-tetrachlorobenzene', 'mass_concentration_of_1245_tetrachlorobenzene_in_aerosol', 'air+aerosol')
('1-2-4-trichlorobenzene', 'mass_concentration_of_124_trichlorobenzene_in_aerosol', 'air+aerosol')
('1-2-dichlorobenzene', 'mass_concentration_of_12_dichlorobenzene_in_aerosol', 'air+aerosol')
('1-3-5-trichlorobenzene', 'mass_concentration_of_135_trichlorobenzene_in_aerosol', 'air+aerosol')
('1-3-dichlorobenzene', 'mass_concentration_of_13_dichlorobenzene_in_aerosol', 'air+aerosol')
('1-4-dichlorobenzene', 'mass_concentration_of_14_dichlorobenzene_in_aerosol', 'air+aerosol')
('1-methylanthracene', 'mass_concentration_of_1_methylanthracene_in_aerosol', 'air+aerosol')
('1-methylnaphthalene', 'mass_concentration_of_1_methylnaphthalene_in_aerosol', 'air+aerosol')
('1-methylphenanthrene', 'mass_concentration_of_1_methylphenanthrene_in_aerosol', 'air+aerosol')
('1234678_HpCDD', 'mass_concentration_of_1234678_heptachlorodibenzo_p_dioxin_in_aerosol', 'air+aerosol')
('1234678_HpCDF', 'mass_concentration_of_1234678_heptachlorodibenzofuran_in_aerosol', 'air+aerosol')
('1234789_HpCDF', 'mass_concentration_of_1234789_heptachlorodibenzofuran_in_aerosol', 'air+aerosol')
('123478_HxCDD', 'mass_concentration_of_123478_hexachlorodibenzo_p_dioxin_in_aerosol', 'air+aerosol')
('123478_HxCDF', 'mass_concentration_of_123478_hexachlorodibenzofuran_in_aerosol', 'air+aerosol')
('123678_HxCDD', 'mass_concentration_of_123678_hexachlorodibenzo_p_dioxin_in_aerosol', 'air+aerosol')
('123678_HxCDF', 'mass_concentration_of_123678_hexachlorodibenzofuran_in_aerosol', 'air+aerosol')
('123789_HxCDD', 'mass_concentration_of_123789_hexachlorodibenzo_p_dioxin_in_aerosol', 'air+aerosol')
('123789_HxCDF', 'mass_concentration_of_123789_hexachlorodibenzofuran_in_aerosol', 'air+aerosol')
('12378_PeCDD', 'mass_concentration_of_12378_pentachlorodibenzo_p_dioxin_in_aerosol', 'air+aerosol')
('12378_PeCDF', 'mass_concentration_of_12378_pentachlorodibenzofuran_in_aerosol', 'air+aerosol')
('2-chloronaphthalene', 'mass_concentration_of_2_chloronaphthalene_in_aerosol', 'air+aerosol')
('2-methylanthracene', 'mass_concentration_of_2_methylanthracene_in_aerosol', 'air+aerosol')
('2-methylnaphthalene', 'mass_concentration_of_2_methylnaphthalene_in_aerosol', 'air+aerosol')
('2-methylphenanthrene', 'mass_concentration_of_2_methylphenanthrene_in_aerosol', 'air+aerosol')
('234678_HxCDF', 'mass_concentration_of_234678_hexachlorodibenzofuran_in_aerosol', 'air+aerosol')
('23478_PeCDF', 'mass_concentration_of_23478_pentachlorodibenzofuran_in_aerosol', 'air+aerosol')
('2378_TCDD', 'mass_concentration_of_2378_terachlorodibenzodioxin_in_aerosol', 'air+aerosol')
('2378_TCDF', 'mass_concentration_of_2378_terachlorodibenzofuran_in_aerosol', 'air+aerosol')
('3-methylphenanthrene', 'mass_concentration_of_3_methylphenanthrene_in_aerosol', 'air+aerosol')
('4-5-methylenephenanthrene', 'mass_concentration_of_45_methylenephenanthrene_in_aerosol', 'air+aerosol')
('5-methylchrysene', 'mass_concentration_of_5_methylchrysene_in_aerosol', 'air+aerosol')
('9-methylphenanthrene', 'mass_concentration_of_9_methylphenanthrene_in_aerosol', 'air+aerosol')
('ATE', None, 'air+aerosol')
('BATE', None, 'air+aerosol')
('BB_101', None, 'air+aerosol')
('BB_15', 'mass_concentration_of__in_aerosol', 'air+aerosol')
('BB_153', 'mass_concentration_of__in_aerosol', 'air+aerosol')
('BDE_100', 'mass_concentration_of_polybrominated_diphenylether_100_in_aerosol', 'air+aerosol')
('BDE_119', 'mass_concentration_of_polybrominated_diphenylether_119_in_aerosol', 'air+aerosol')
('BDE_138', 'mass_concentration_of_polybrominated_diphenylether_138_in_aerosol', 'air+aerosol')
('BDE_15', None, 'air+aerosol')
('BDE_153', 'mass_concentration_of_polybrominated_diphenylether_153_in_aerosol', 'air+aerosol')
('BDE_154', 'mass_concentration_of_polybrominated_diphenylether_154_in_aerosol', 'air+aerosol')
('BDE_155', None, 'air+aerosol')
('BDE_166', None, 'air+aerosol')
('BDE_17', 'mass_concentration_of_polybrominated_diphenylether_17_in_aerosol', 'air+aerosol')
('BDE_183', 'mass_concentration_of_polybrominated_diphenylether_183_in_aerosol', 'air+aerosol')
('BDE_190', 'mass_concentration_of_polybrominated_diphenylether_190_in_aerosol', 'air+aerosol')
('BDE_196', 'mass_concentration_of_polybrominated_diphenylether_196_in_aerosol', 'air+aerosol')
('BDE_203', None, 'air+aerosol')
('BDE_205', None, 'air+aerosol')
('BDE_206', 'mass_concentration_of_polybrominated_diphenylether_206_in_aerosol', 'air+aerosol')
('BDE_207', None, 'air+aerosol')
('BDE_209', 'mass_concentration_of_polybrominated_diphenylether_209_in_aerosol', 'air+aerosol')
('BDE_25_28', 'mass_concentration_of_polybrominated_diphenylether_25_28_in_aerosol', 'air+aerosol')
('BDE_28', 'mass_concentration_of_polybrominated_diphenylether_28_in_aerosol', 'air+aerosol')
('BDE_47', 'mass_concentration_of_polybrominated_diphenylether_47_in_aerosol', 'air+aerosol')
('BDE_49', 'mass_concentration_of_polybrominated_diphenylether_49_in_aerosol', 'air+aerosol')
('BDE_49+71', 'mass_concentration_of_polybrominated_diphenylether_49_71_in_aerosol', 'air+aerosol')
('BDE_66', 'mass_concentration_of_polybrominated_diphenylether_66_in_aerosol', 'air+aerosol')
('BDE_7', None, 'air+aerosol')
('BDE_71', 'mass_concentration_of_polybrominated_diphenylether_71_in_aerosol', 'air+aerosol')
('BDE_77', 'mass_concentration_of_polybrominated_diphenylether_77_in_aerosol', 'air+aerosol')
('BDE_85', 'mass_concentration_of_polybrominated_diphenylether_85_in_aerosol', 'air+aerosol')
('BDE_85+126', None, 'air+aerosol')
('BDE_99', 'mass_concentration_of_polybrominated_diphenylether_99_in_aerosol', 'air+aerosol')
('BEHTBP', None, 'air+aerosol')
('BPA', 'mass_concentration_of_bisphenol_a_in_aerosol', 'air+aerosol')
('BTBPE', None, 'air+aerosol')
('DBDPE', None, 'air+aerosol')
('DPTE', None, 'air+aerosol')
('EHTBB', None, 'air+aerosol')
('FTS_6-2', 'mass_concentration_of_6_:_2_flourotelomer_sulfonic_acid_in_aerosol', 'air+aerosol')
('FTS_8-2', None, 'air+aerosol')
('HBB', None, 'air+aerosol')
('HBCD', 'mass_concentration_of_hexabromocyclododecane_in_aerosol', 'air+aerosol')
('HCB', 'mass_concentration_of_hexachlorobenzene_in_aerosol', 'air+aerosol')
('HCBD', 'mass_concentration_of_hexachlorobutadiene_in_aerosol', 'air+aerosol')
('HCCPD', None, 'air+aerosol')
('OBIND', None, 'air+aerosol')
('OCDD', 'mass_concentration_of_octachlorodibenzodioxin_in_aerosol', 'air+aerosol')
('OCDF', 'mass_concentration_of_octachlorodibenzofuran_in_aerosol', 'air+aerosol')
('PBBA', None, 'air+aerosol')
('PBBZ', None, 'air+aerosol')
('PBEB', None, 'air+aerosol')
('PBT', None, 'air+aerosol')
('PCB_1', 'mass_concentration_of_polychlorinated_biphenyl_1_in_aerosol', 'air+aerosol')
('PCB_100', 'mass_concentration_of_polychlorinated_biphenyl_100_in_aerosol', 'air+aerosol')
('PCB_101', 'mass_concentration_of_polychlorinated_biphenyl_101_in_aerosol', 'air+aerosol')
('PCB_105', 'mass_concentration_of_polychlorinated_biphenyl_105_in_aerosol', 'air+aerosol')
('PCB_107', 'mass_concentration_of_polychlorinated_biphenyl_107_in_aerosol', 'air+aerosol')
('PCB_110', 'mass_concentration_of_polychlorinated_biphenyl_110_in_aerosol', 'air+aerosol')
('PCB_114', 'mass_concentration_of_polychlorinated_biphenyl_114_in_aerosol', 'air+aerosol')
('PCB_118', 'mass_concentration_of_polychlorinated_biphenyl_118_in_aerosol', 'air+aerosol')
('PCB_119', 'mass_concentration_of_polychlorinated_biphenyl_119_in_aerosol', 'air+aerosol')
('PCB_12+13', 'mass_concentration_of_polychlorinated_biphenyl_12_13_in_aerosol', 'air+aerosol')
('PCB_122', 'mass_concentration_of_polychlorinated_biphenyl_122_in_aerosol', 'air+aerosol')
('PCB_123', 'mass_concentration_of_polychlorinated_biphenyl_123_in_aerosol', 'air+aerosol')
('PCB_126', 'mass_concentration_of_polychlorinated_biphenyl_126_in_aerosol', 'air+aerosol')
('PCB_128', 'mass_concentration_of_polychlorinated_biphenyl_128_in_aerosol', 'air+aerosol')
('PCB_129', 'mass_concentration_of_polychlorinated_biphenyl_129_in_aerosol', 'air+aerosol')
('PCB_130', 'mass_concentration_of_polychlorinated_biphenyl_130_in_aerosol', 'air+aerosol')
('PCB_130+176', 'mass_concentration_of_polychlorinated_biphenyl_130_176_in_aerosol', 'air+aerosol')
('PCB_131', 'mass_concentration_of_polychlorinated_biphenyl_131_in_aerosol', 'air+aerosol')
('PCB_132', 'mass_concentration_of_polychlorinated_biphenyl_132_in_aerosol', 'air+aerosol')
('PCB_133', 'mass_concentration_of_polychlorinated_biphenyl_133_in_aerosol', 'air+aerosol')
('PCB_134', 'mass_concentration_of_polychlorinated_biphenyl_134_in_aerosol', 'air+aerosol')
('PCB_134+131', 'mass_concentration_of_polychlorinated_biphenyl_134_131_in_aerosol', 'air+aerosol')
('PCB_136', 'mass_concentration_of_polychlorinated_biphenyl_137_in_aerosol', 'air+aerosol')
('PCB_137', 'mass_concentration_of_polychlorinated_biphenyl_137_in_aerosol', 'air+aerosol')
('PCB_138', 'mass_concentration_of_polychlorinated_biphenyl_138_in_aerosol', 'air+aerosol')
('PCB_141', 'mass_concentration_of_polychlorinated_biphenyl_141_in_aerosol', 'air+aerosol')
('PCB_144+135', 'mass_concentration_of_polychlorinated_biphenyl_141_135_in_aerosol', 'air+aerosol')
('PCB_146', 'mass_concentration_of_polychlorinated_biphenyl_146_in_aerosol', 'air+aerosol')
('PCB_147', 'mass_concentration_of_polychlorinated_biphenyl_147_in_aerosol', 'air+aerosol')
('PCB_149', 'mass_concentration_of_polychlorinated_biphenyl_149_in_aerosol', 'air+aerosol')
('PCB_15', None, 'air+aerosol')
('PCB_15+17', 'mass_concentration_of_polychlorinated_biphenyl_15_17_in_aerosol', 'air+aerosol')
('PCB_150', 'mass_concentration_of_polychlorinated_biphenyl_150_in_aerosol', 'air+aerosol')
('PCB_151', 'mass_concentration_of_polychlorinated_biphenyl_151_in_aerosol', 'air+aerosol')
('PCB_153', 'mass_concentration_of_polychlorinated_biphenyl_153_in_aerosol', 'air+aerosol')
('PCB_156', 'mass_concentration_of_polychlorinated_biphenyl_156_in_aerosol', 'air+aerosol')
('PCB_157', 'mass_concentration_of_polychlorinated_biphenyl_157_in_aerosol', 'air+aerosol')
('PCB_157+200', 'mass_concentration_of_polychlorinated_biphenyl_157_200_in_aerosol', 'air+aerosol')
('PCB_158', 'mass_concentration_of_polychlorinated_biphenyl_158_in_aerosol', 'air+aerosol')
('PCB_16+32', 'mass_concentration_of_polychlorinated_biphenyl_16_32_in_aerosol', 'air+aerosol')
('PCB_163+138', 'mass_concentration_of_polychlorinated_biphenyl_163_138_in_aerosol', 'air+aerosol')
('PCB_167', 'mass_concentration_of_polychlorinated_biphenyl_167_in_aerosol', 'air+aerosol')
('PCB_169', 'mass_concentration_of_polychlorinated_biphenyl_169_in_aerosol', 'air+aerosol')
('PCB_17', 'mass_concentration_of_polychlorinated_biphenyl_17_in_aerosol', 'air+aerosol')
('PCB_17+18', None, 'air+aerosol')
('PCB_170', 'mass_concentration_of_polychlorinated_biphenyl_170_in_aerosol', 'air+aerosol')
('PCB_170+190', 'mass_concentration_of_polychlorinated_biphenyl_170_190_in_aerosol', 'air+aerosol')
('PCB_171', 'mass_concentration_of_polychlorinated_biphenyl_171_in_aerosol', 'air+aerosol')
('PCB_172', 'mass_concentration_of_polychlorinated_biphenyl_172_in_aerosol', 'air+aerosol')
('PCB_172+197', 'mass_concentration_of_polychlorinated_biphenyl_172_197_in_aerosol', 'air+aerosol')
('PCB_173', 'mass_concentration_of_polychlorinated_biphenyl_173_in_aerosol', 'air+aerosol')
('PCB_174', 'mass_concentration_of_polychlorinated_biphenyl_174_in_aerosol', 'air+aerosol')
('PCB_175', 'mass_concentration_of_polychlorinated_biphenyl_175_in_aerosol', 'air+aerosol')
('PCB_176', 'mass_concentration_of_polychlorinated_biphenyl_176_in_aerosol', 'air+aerosol')
('PCB_177', 'mass_concentration_of_polychlorinated_biphenyl_177_in_aerosol', 'air+aerosol')
('PCB_178', 'mass_concentration_of_polychlorinated_biphenyl_178_in_aerosol', 'air+aerosol')
('PCB_178+129', 'mass_concentration_of_polychlorinated_biphenyl_178_129_in_aerosol', 'air+aerosol')
('PCB_179', 'mass_concentration_of_polychlorinated_biphenyl_179_in_aerosol', 'air+aerosol')
('PCB_18', 'mass_concentration_of_polychlorinated_biphenyl_18_in_aerosol', 'air+aerosol')
('PCB_180', 'mass_concentration_of_polychlorinated_biphenyl_180_in_aerosol', 'air+aerosol')
('PCB_182+187', 'mass_concentration_of_polychlorinated_biphenyl_182_187_in_aerosol', 'air+aerosol')
('PCB_183', 'mass_concentration_of_polychlorinated_biphenyl_183_in_aerosol', 'air+aerosol')
('PCB_185', 'mass_concentration_of_polychlorinated_biphenyl_185_in_aerosol', 'air+aerosol')
('PCB_187', 'mass_concentration_of_polychlorinated_biphenyl_187_in_aerosol', 'air+aerosol')
('PCB_188', None, 'air+aerosol')
('PCB_189', 'mass_concentration_of_polychlorinated_biphenyl_189_in_aerosol', 'air+aerosol')
('PCB_19', 'mass_concentration_of_polychlorinated_biphenyl_19_in_aerosol', 'air+aerosol')
('PCB_191', 'mass_concentration_of_polychlorinated_biphenyl_191_in_aerosol', 'air+aerosol')
('PCB_193', 'mass_concentration_of_polychlorinated_biphenyl_193_in_aerosol', 'air+aerosol')
('PCB_194', 'mass_concentration_of_polychlorinated_biphenyl_194_in_aerosol', 'air+aerosol')
('PCB_195', 'mass_concentration_of_polychlorinated_biphenyl_195_in_aerosol', 'air+aerosol')
('PCB_196+203', 'mass_concentration_of_polychlorinated_biphenyl_196_203_in_aerosol', 'air+aerosol')
('PCB_197', 'mass_concentration_of_polychlorinated_biphenyl_197_in_aerosol', 'air+aerosol')
('PCB_198', 'mass_concentration_of_polychlorinated_biphenyl_198_in_aerosol', 'air+aerosol')
('PCB_199', 'mass_concentration_of_polychlorinated_biphenyl_199_in_aerosol', 'air+aerosol')
('PCB_20+33', 'mass_concentration_of_polychlorinated_biphenyl_20_33_in_aerosol', 'air+aerosol')
('PCB_200', 'mass_concentration_of_polychlorinated_biphenyl_200_in_aerosol', 'air+aerosol')
('PCB_201', 'mass_concentration_of_polychlorinated_biphenyl_201_in_aerosol', 'air+aerosol')
('PCB_201+157', 'mass_concentration_of_polychlorinated_biphenyl_201_157_in_aerosol', 'air+aerosol')
('PCB_202', None, 'air+aerosol')
('PCB_204', 'mass_concentration_of_polychlorinated_biphenyl_204_in_aerosol', 'air+aerosol')
('PCB_205', 'mass_concentration_of_polychlorinated_biphenyl_205_in_aerosol', 'air+aerosol')
('PCB_206', 'mass_concentration_of_polychlorinated_biphenyl_206_in_aerosol', 'air+aerosol')
('PCB_207', 'mass_concentration_of_polychlorinated_biphenyl_207_in_aerosol', 'air+aerosol')
('PCB_208', None, 'air+aerosol')
('PCB_208+195', 'mass_concentration_of_polychlorinated_biphenyl_208_195_in_aerosol', 'air+aerosol')
('PCB_209', 'mass_concentration_of_polychlorinated_biphenyl_209_in_aerosol', 'air+aerosol')
('PCB_22', 'mass_concentration_of_polychlorinated_biphenyl_22_in_aerosol', 'air+aerosol')
('PCB_24+27', 'mass_concentration_of_polychlorinated_biphenyl_24_27_in_aerosol', 'air+aerosol')
('PCB_25', 'mass_concentration_of_polychlorinated_biphenyl_25_in_aerosol', 'air+aerosol')
('PCB_26', 'mass_concentration_of_polychlorinated_biphenyl_26_in_aerosol', 'air+aerosol')
('PCB_28', 'mass_concentration_of_polychlorinated_biphenyl_28_in_aerosol', 'air+aerosol')
('PCB_28+16', 'mass_concentration_of_polychlorinated_biphenyl_28_16_in_aerosol', 'air+aerosol')
('PCB_28+31', 'mass_concentration_of_polychlorinated_biphenyl_28_31_in_aerosol', 'air+aerosol')
('PCB_29+54', 'mass_concentration_of_polychlorinated_biphenyl_29_54_in_aerosol', 'air+aerosol')
('PCB_3', 'mass_concentration_of_polychlorinated_biphenyl_3_in_aerosol', 'air+aerosol')
('PCB_30', 'mass_concentration_of_polychlorinated_biphenyl_30_in_aerosol', 'air+aerosol')
('PCB_31', 'mass_concentration_of_polychlorinated_biphenyl_31_in_aerosol', 'air+aerosol')
